Date,Content,User,Sentiment,Month
2022-02-20,bathroom camping is the new self-care ⛺🛁,user_bathroomcamping_43,0.13636363636363635,2022-02
2024-03-09,bathroom camping is the new self-care ⛺🛁,user_bathroomcamping_44,0.13636363636363635,2024-03
2023-06-07,another friday night of bathroom camping ✨,user_bathroomcamping_45,0.0,2023-06
2023-01-13,bathroom camping is the new self-care ⛺🛁,user_bathroomcamping_46,0.13636363636363635,2023-01
2023-06-02,bathroom camping is the new self-care ⛺🛁,user_bathroomcamping_47,0.13636363636363635,2023-06
2023-04-21,"honestly, it helps me reset",user_bathroomcamping_48,0.6,2023-04
2023-10-29,just pitched a tent in my tub 😂,user_bathroomcamping_49,0.0,2023-10
2022-04-19,bathroom camping is the new self-care ⛺🛁,user_bathroomcamping_50,0.13636363636363635,2022-04
2024-02-17,bathroom camping is the new self-care ⛺🛁,user_bathroomcamping_51,0.13636363636363635,2024-02
2022-08-11,just pitched a tent in my tub 😂,user_bathroomcamping_52,0.0,2022-08
2022-01-09,another friday night of bathroom camping ✨,user_bathroomcamping_53,0.0,2022-01
2022-11-21,bathroom camping is the new self-care ⛺🛁,user_bathroomcamping_54,0.13636363636363635,2022-11
2022-07-27,bathroom camping is the new self-care ⛺🛁,user_bathroomcamping_55,0.13636363636363635,2022-07
2023-07-08,"honestly, it helps me reset",user_bathroomcamping_56,0.6,2023-07
2023-04-07,just pitched a tent in my tub 😂,user_bathroomcamping_57,0.0,2023-04
2024-10-20,just pitched a tent in my tub 😂,user_bathroomcamping_58,0.0,2024-10
2023-09-23,bathroom camping is the new self-care ⛺🛁,user_bathroomcamping_59,0.13636363636363635,2023-09
2023-05-18,just pitched a tent in my tub 😂,user_bathroomcamping_60,0.0,2023-05
2024-01-26,just pitched a tent in my tub 😂,user_bathroomcamping_61,0.0,2024-01
2025-06-27,just pitched a tent in my tub 😂,user_bathroomcamping_62,0.0,2025-06
2023-01-10,"honestly, it helps me reset",user_bathroomcamping_63,0.6,2023-01
2024-06-02,"honestly, it helps me reset",user_bathroomcamping_64,0.6,2024-06
2023-03-19,"honestly, it helps me reset",user_bathroomcamping_65,0.6,2023-03
2022-10-04,another friday night of bathroom camping ✨,user_bathroomcamping_66,0.0,2022-10
2023-08-19,"honestly, it helps me reset",user_bathroomcamping_67,0.6,2023-08
2022-02-28,"honestly, it helps me reset",user_bathroomcamping_68,0.6,2022-02
2024-03-25,bathroom camping is the new self-care ⛺🛁,user_bathroomcamping_69,0.13636363636363635,2024-03
2022-12-02,another friday night of bathroom camping ✨,user_bathroomcamping_70,0.0,2022-12
2024-05-25,just pitched a tent in my tub 😂,user_bathroomcamping_71,0.0,2024-05
2023-09-20,another friday night of bathroom camping ✨,user_bathroomcamping_72,0.0,2023-09
2022-11-01,another friday night of bathroom camping ✨,user_bathroomcamping_73,0.0,2022-11
2022-01-28,"honestly, it helps me reset",user_bathroomcamping_74,0.6,2022-01
2025-04-14,bathroom camping is the new self-care ⛺🛁,user_bathroomcamping_75,0.13636363636363635,2025-04
2023-05-10,"honestly, it helps me reset",user_bathroomcamping_76,0.6,2023-05
2023-07-08,"honestly, it helps me reset",user_bathroomcamping_77,0.6,2023-07
2023-10-15,another friday night of bathroom camping ✨,user_bathroomcamping_78,0.0,2023-10
2022-08-13,another friday night of bathroom camping ✨,user_bathroomcamping_79,0.0,2022-08
2024-11-15,another friday night of bathroom camping ✨,user_bathroomcamping_80,0.0,2024-11
2024-04-29,"honestly, it helps me reset",user_bathroomcamping_81,0.6,2024-04
2024-11-22,just pitched a tent in my tub 😂,user_bathroomcamping_82,0.0,2024-11
2022-06-13,another friday night of bathroom camping ✨,user_bathroomcamping_83,0.0,2022-06
2023-01-03,another friday night of bathroom camping ✨,user_bathroomcamping_84,0.0,2023-01
2022-02-01,just pitched a tent in my tub 😂,user_bathroomcamping_85,0.0,2022-02
2023-01-17,"honestly, it helps me reset",user_bathroomcamping_86,0.6,2023-01
2023-07-05,just pitched a tent in my tub 😂,user_bathroomcamping_87,0.0,2023-07
2024-09-25,another friday night of bathroom camping ✨,user_bathroomcamping_88,0.0,2024-09
2024-03-02,bathroom camping is the new self-care ⛺🛁,user_bathroomcamping_89,0.13636363636363635,2024-03
2022-06-07,another friday night of bathroom camping ✨,user_bathroomcamping_90,0.0,2022-06
2023-05-26,just pitched a tent in my tub 😂,user_bathroomcamping_91,0.0,2023-05
2022-03-17,another friday night of bathroom camping ✨,user_bathroomcamping_92,0.0,2022-03
2025-05-01,"honestly, it helps me reset",user_bathroomcamping_93,0.6,2025-05
2024-01-29,"honestly, it helps me reset",user_bathroomcamping_94,0.6,2024-01
2022-02-22,bathroom camping is the new self-care ⛺🛁,user_bathroomcamping_95,0.13636363636363635,2022-02
2025-01-31,just pitched a tent in my tub 😂,user_bathroomcamping_96,0.0,2025-01
2022-03-22,just pitched a tent in my tub 😂,user_bathroomcamping_97,0.0,2022-03
2023-07-24,"honestly, it helps me reset",user_bathroomcamping_98,0.6,2023-07
2023-06-19,just pitched a tent in my tub 😂,user_bathroomcamping_99,0.0,2023-06
