Date,Content,User,Sentiment,Month
2025-06-15,i just got my first labubu! 😍,user_50,0.3125,2025-06
2025-02-23,feeling that #yearning vibe with labubu rn,user_51,0.0,2025-02
2023-03-04,honestly labubu gives me so much serotonin 💖,user_52,0.4,2023-03
2023-05-04,why is labubu trending again?,user_53,0.0,2023-05
2022-02-26,feeling that #yearning vibe with labubu rn,user_54,0.0,2022-02
2022-08-26,why is labubu trending again?,user_55,0.0,2022-08
2023-05-19,feeling that #yearning vibe with labubu rn,user_56,0.0,2023-05
2024-04-24,i need more labubu in my life 🐰✨,user_57,0.5,2024-04
2022-01-12,why is labubu trending again?,user_58,0.0,2022-01
2022-03-26,i just got my first labubu! 😍,user_59,0.3125,2022-03
2025-01-02,i need more labubu in my life 🐰✨,user_60,0.5,2025-01
2022-11-20,i just got my first labubu! 😍,user_61,0.3125,2022-11
2023-10-26,i need more labubu in my life 🐰✨,user_62,0.5,2023-10
2024-03-08,honestly labubu gives me so much serotonin 💖,user_63,0.4,2024-03
2024-03-30,i need more labubu in my life 🐰✨,user_64,0.5,2024-03
2024-02-20,feeling that #yearning vibe with labubu rn,user_65,0.0,2024-02
2024-04-18,why is labubu trending again?,user_66,0.0,2024-04
2023-08-02,honestly labubu gives me so much serotonin 💖,user_67,0.4,2023-08
2024-05-02,i just got my first labubu! 😍,user_68,0.3125,2024-05
2025-04-22,i need more labubu in my life 🐰✨,user_69,0.5,2025-04
2024-08-19,honestly labubu gives me so much serotonin 💖,user_70,0.4,2024-08
2024-07-28,labubu-core is real 🔥,user_71,0.2,2024-07
2024-02-02,i just got my first labubu! 😍,user_72,0.3125,2024-02
2022-11-24,honestly labubu gives me so much serotonin 💖,user_73,0.4,2022-11
2024-11-11,feeling that #yearning vibe with labubu rn,user_74,0.0,2024-11
2024-06-01,labubu-core is real 🔥,user_75,0.2,2024-06
2024-06-18,i just got my first labubu! 😍,user_76,0.3125,2024-06
2022-01-04,why is labubu trending again?,user_77,0.0,2022-01
2024-11-09,labubu-core is real 🔥,user_78,0.2,2024-11
2023-09-30,i need more labubu in my life 🐰✨,user_79,0.5,2023-09
2023-09-02,i just got my first labubu! 😍,user_80,0.3125,2023-09
2025-04-26,why is labubu trending again?,user_81,0.0,2025-04
2025-02-05,honestly labubu gives me so much serotonin 💖,user_82,0.4,2025-02
2025-06-23,why is labubu trending again?,user_83,0.0,2025-06
2022-10-12,why is labubu trending again?,user_84,0.0,2022-10
2025-04-03,feeling that #yearning vibe with labubu rn,user_85,0.0,2025-04
2023-08-12,i need more labubu in my life 🐰✨,user_86,0.5,2023-08
2023-05-17,why is labubu trending again?,user_87,0.0,2023-05
2025-05-26,i need more labubu in my life 🐰✨,user_88,0.5,2025-05
2023-08-28,i need more labubu in my life 🐰✨,user_89,0.5,2023-08
2022-08-25,feeling that #yearning vibe with labubu rn,user_90,0.0,2022-08
2023-07-16,i need more labubu in my life 🐰✨,user_91,0.5,2023-07
2023-04-17,why is labubu trending again?,user_92,0.0,2023-04
2025-05-13,honestly labubu gives me so much serotonin 💖,user_93,0.4,2025-05
2022-07-04,i need more labubu in my life 🐰✨,user_94,0.5,2022-07
2022-02-10,i just got my first labubu! 😍,user_95,0.3125,2022-02
2025-03-12,feeling that #yearning vibe with labubu rn,user_96,0.0,2025-03
2025-05-16,i need more labubu in my life 🐰✨,user_97,0.5,2025-05
2023-01-27,i need more labubu in my life 🐰✨,user_98,0.5,2023-01
2022-02-04,feeling that #yearning vibe with labubu rn,user_99,0.0,2022-02
